Pransa_no	Adhyaya_no	Kandika_no	Text_no	Hymn
2	10	17	37	Taking with him the staves, the rope, the cloth for straining water, the waterpot, (and) the alms-bowl, he goes where water (is to be obtained), bathes, sips water, (and) washes himself, (reciting the verses called) Surabhimatî, Abliṅgâs, Vârunîs, Hiranyavarnâs, and Pâvamânîs. Entering the water, he performs sixteen suppressions of the breath, (mentally repeating) the Aghamarshana hymn, ascends the bank, wrings out his dress, puts on another pure dress, sips water, takes the cloth for straining, (saying), 'Om, Bhûh, Bhuvah, Svah,' and performs the Tarpana (with the following texts), 'Om, Bhûh, I satiate,' 'Om, Bhuvah --, Om, Svah --, Om, Mahah --, Om, Ganah --, Om, Tapah --, Om, Satyam --.'
2	10	17	38	He takes up as much water as his joined hands will hold for the manes, (and satiates them with it) exactly in the same manner as the gods, (saying), 'Om, Bhûh Svadhâ, Om, Bhuvah Svadhâ,' &c.
2	10	17	39	Then he worships the sun, (reciting) the two verses (which begin), 'Ud u tyam kitram,' &c.
2	10	17	40	(Saying), 'Om, this (syllable Om), forsooth, is Brahman; this (syllable) which sheds warmth is light; this which gives warmth is the Veda; this must be known as that which sheds warmth;' he thus satiates the soul (and afterwards) worships the soul (with these texts), 'The soul (is) Brahman, (is) light.'
2	10	17	41	Let him repeat the Sâvitrî one thousand times, or one hundred times, or an unlimited number of times.
2	10	17	42	(Saying), 'Bhûh, Bhuvah, Suvah,' he takes up the cloth for straining, (and) fetches water.
2	10	17	43	Let him not, (at any period) after that (moment), sip water which has not been drawn up (from a well and the like), which has not been strained, and which has not been completely cleansed.
2	10	17	44	Let him not wear any longer a white dress.
2	10	17	45	(He may carry) one staff or three staves.
2	10	18	1	Now the following vows are (to be kept by an ascetic):
2	10	18	2	Abstention from injuring living beings, truthfulness, abstention from appropriating the property of others, continence, (and) liberality.
2	10	18	3	There are five minor vows, (viz.) abstention from anger, obedience towards the Guru, avoidance of rashness, cleanliness and purity in eating.
2	10	18	4	Now (follows the rule for) begging. Let him ask Brâhmanas, both those who have houses (sâlîna) and those who lead a wandering life (yâyâvara), for alms, when the Vaisvadeva offering has been finished.
2	10	18	5	Let him ask (for it), prefacing (his request with the word) Bhavat.
2	10	18	6	Let him stand begging no longer than the time required for milking a cow.
2	10	18	7	When he returns from begging, he lays (the alms) down in a pure place, washes his hands and feet, and announces (what he obtained) to the sun, (reciting the text), 'Ud u tyam kitram,' &c. He (also) announces it to Brahman (with the text), 'The first-born Brahman,' &c.
2	10	18	8	It is declared in the Veda, 'After the Brahmâdhâna the sacrificer himself (contains) the sacrificial fires. His respiration (prâna, represents) the Gârhapatya fire, the air that goes downwards (apâna, represents) the Anvâhâryapakana (or Dakshina) fire, the circulation in the body (vyâna, represents) the Âhavanîya fire, the cerebral circulation (udâna) and the abdominal circulation (samâna, represent) the Sabhya and Âvasathya fires. These five fires are abiding in 'the soul. He (therefore) offers (the oblations) in the soul alone.'
2	10	18	9	'This sacrifice, offered in the soul, which is located in and based on the soul, leads the soul to happiness.'
2	10	18	10	Giving, compassionately, portions (of his food) to the living beings, and sprinkling the remainderwith water, he shall eat it as if it were a medicine.
2	10	18	11	After he has eaten and sipped water, he mutters (the texts), 'Out of darkness we,' &c., (and), My speech resides in the mouth,' &c., and worships the sun with the (verse called) Gyotishmatî.
2	10	18	12	Let him eat food, given without asking, regarding which nothing has been settled before-hand and which has reached him accidentally, so much only as is sufficient to sustain life.
2	10	18	13	Now they quote also (the following verses): 'Eight mouthfuls (make) the meal of an ascetic, sixteen (that) of a hermit in the woods, thirty-two (that) of a householder, an unlimited (quantity that) of a student.'
2	10	18	14	'Alms (may) either (be obtained) from (menof) the three castes, or the food (given) by a single Brâhmana (may be eaten); or (he may obtain food) from (men of) all castes, and not (eat) that given by a single Brâhmana.'
2	10	18	15	Now they quote (the following special rules) for the case that the teachers explain (the doctrine) of the Upanishads: 'Diligently standing (in the day-time), keeping silence, sitting (at night) with crossed legs, bathing three times a day, and eating at the fourth, sixth, or eighth (meal-time only), he shall subsist entirely on (rice) grains, oil-cake, food prepared from barley, sour milk, (and) milk.'
2	10	18	16	It is declared in the Veda, On that (occasion) he shall rigidly keep silence; pressing the teeth together he may converse, without opening his mouth, as much as is necessary with teachers deeply versed in the three Vedas (and) with ascetics possessing a great knowledge of the scriptures, not with women, nor when he would break (his vow).'
2	10	18	17	(Let him keep) only one of (the rules which enjoin) standing (in the day-time), rigid silence, and sitting (at night) with crossed legs; let him not keep all three together.
2	10	18	18	It is declared in the Veda, And he who has gone there may eat, in times of distress, a small quantity of the food prescribed by his vow after (having partaken of other dishes), provided he does not break (his vow).'
2	10	18	19	'Eight (things) do not cause him who is intent on standing (in the day-time), keeping rigid silence, sitting (at night) with crossed legs, bathing three times a day, and (eating) at the fourth, sixth, or eighth meal-time only, to break his vow, (viz.) water, roots, clarified butter, milk, sacrificial food, the wish of a Brâhmana, an order of his teacher, and medicine.'
2	10	18	20	Let him mutter the (Mantras which must berecited at the) Agnihotra, in the evening and in the morning,
2	10	18	21	After performing his evening devotions by (reciting the verses called) Vârunîs, and his morning devotions by (reciting the verses called) Maitrîs.
2	10	18	22	An ascetic shall keep no fire, have no house, no home, and no protector. He may enter a village in order to collect alms, and emit speech at the private recitation of the Veda.'
2	10	18	23	It is declared in the Veda,' Limited in number are the Rik-verses, limited in number are the Sâmans, limited is the answer (of the Adhvaryu priest):
2	10	18	24	'Thus (an ascetic) shall not give up the Veda, (but live), until he is liberated from the body, at the root of the tree.'
2	10	18	25	'The tree (is) the Veda; the syllable Om is its root; the syllable Om is the essence of the Veda.'
2	10	18	26	'Meditating on the syllable Om, he becomesfit (to be united with) Brahman.' Thus spake the lord of created beings.
2	10	18	27	Let him cleanse the vessel of Brahman with the seven Vyâhritis.
3	1	-	1	Now, therefore, (we will speak) of those who desire (to fulfil) the duties of Sâlînas (dwellers in houses), Yâyâvaras (wanderers), and Kakrakaras (circle-goers), who subsist by nine (different) means of livelihood.
3	1	-	2	The term livelihood' (vritti) is used because they subsist thereby (tadvartanât).
3	1	-	3	The word Sâlîna (is used) because they dwell in houses (sâlâ).
3	1	-	4	To be a Yâyâvara (means that one) goes on by means of a most excellent livelihood (vrittyâ varayâ yâti).
3	1	-	5	The term Kakrakara is derived from going by turns (to the houses of rich men).
3	1	-	6	We will explain those (above-mentioned means of livelihood) in their proper order.
3	1	-	7	They are nine, (viz.) Shannivartanî, Kauddâli, Dhruvâ, Samprakshâlanî, Samûhâ, Pâlanî, Siloñkhâ, Kapotâ, and Siddhoñkhâ.
3	1	-	8	(In addition) to these there is a tenth way of living, viz. forest-life.
3	1	-	9	(If he desires to adopt) any of the nine ways of living,
3	1	-	10	He causes the hair of his head, his beard, the hair on his body, and his nails to be cut, and besides gets ready (the following objects),
3	1	-	11	(Viz.) the skin of a black antelope, a water-pot, a staff, a yoke for carrying burdens, (and) a sickle.
3	1	-	12	He desires to go forth, after having offered a Traidhâtavîya (offering) or a Vaisvânarî (ishti).
3	1	-	13	Now on the (following) morning, after the sun has risen, he makes the sacred fires burn brightly, melts butter on the Gârhapatya fire, cleanses it (with Kusa grass), heats the (spoons called) Sruk and Sruva, cleans (them), takes out four (spoonfuls of butter) in the Sruk, and offers the Vâstoshpatîya (oblation) in the Âhavanîya fire according to (the rules of his) Sûtra.
3	1	-	14	Having recited the Puronuvâkyâ (verse), 'O lord of the dwelling, permit us,' &c., he offers (the oblation) with the Yâgyâ verse, 'O lord of the dwelling, with thy kind company,' &c.
3	1	-	15	Some (declare that) every person who has kindled the sacred fires (shall offer these Homas).
3	1	-	16	Others (say that) a Yâyâvara alone (shall do it).
3	1	-	17	After departing (from his house), he stops at the extremity of the village, or at the extremity of the boundary of the village, builds there a hut or a cottage, and enters that.
3	1	-	18	Let him use the skin of the black antelope and the other (objects) which he has prepared for the several purposes which they are intended to serve.
3	1	-	19	Known (is) the (duty of) serving the fires; known (is) the (duty of) offering the new and full moon sacrifices; known (is) the successive performance of the five Mahâyagñas; it is seen that the vegetables, which have been produced, are offered.
3	1	-	20	He hallows those (vegetables), either (reciting the text),' I offer what is agreeable to all the gods,' or silently, and cooks (them).
3	1	-	21	For such (a man the duty of) teaching, sacrificing for others, accepting gifts, and (performing) other sacrifices (than those mentioned) ceases.
3	1	-	22	(The use of) sacrificial food fit to be eaten during the performance of a vow is seen;
3	1	-	23	That is as follows: (his food may be) mixed with clarified butter or sour milk, (it must) not (contain) pungent condiments or salt, nor meat, nor (be) stale.
3	1	-	24	: (He shall remain) chaste, or approach (his wife) in season.
