Part	+Book	Chapter	Decade	Text	Hymn
PART SECOND	BOOK V	CHAPTER I	VIII Soma Pavamana	3	Yea, those bay steeds he harnessed to the chariot that the Sun might come: 
PART SECOND	BOOK V	CHAPTER I	IX Agni	1	Associate with fires, make your God Agni envoy at sacrifice, best skilled in worship, 
PART SECOND	BOOK V	CHAPTER I	IX Agni	2	Like a steed neighing eager for the pasture, when he hath stepped forth from the great enclosure: 
PART SECOND	BOOK V	CHAPTER I	IX Agni	3	From thee, a bull but newly born, O Agni, the kindled everlasting flames rise upward. 
PART SECOND	BOOK V	CHAPTER I	X Indra	1	We make this Indra very strong to strike the mighty Vritra dead: 
PART SECOND	BOOK V	CHAPTER I	X Indra	2	This Indra, made for giving gifts, is stablished, mightiest, in strength, 
PART SECOND	BOOK V	CHAPTER I	X Indra	3	By song, as 'twere' the powerful bolt which none may parry, was prepared: 
PART SECOND	BOOK V	CHAPTER I	XI Soma Pavamana	2	These Gods and all the Marut host, Indu! enjoy this juice of thine, 
PART SECOND	BOOK V	CHAPTER I	XI Soma Pavamana	3	Pour out for Indra, Thunder-armed, the milk of heaven, the Soma's juice, 
PART SECOND	BOOK V	CHAPTER I	XII Soma Pavamana	1	On flows the potent juice, sustainer of the heavens, the strength of Gods, whom men must hail with shouts of joy, 
PART SECOND	BOOK V	CHAPTER I	XII Soma Pavamana	2	He takes his weapons, like a hero, in his hands, fain to win light, car-borne, in forays for the kine. 
PART SECOND	BOOK V	CHAPTER I	XII Soma Pavamana	3	Soma, as thou art purified with flowing wave, exhibiting thy strength enter thou Indra's throat. 
PART SECOND	BOOK V	CHAPTER I	XIII Indra	1	Though, Indra, thou art called by men eastward and westward, north and south, 
PART SECOND	BOOK V	CHAPTER I	XIII Indra	2	Or, Indra, when with Ruma, Rusama, Syavaka, and Kripa thou rejoicest thee, 
PART SECOND	BOOK V	CHAPTER I	XIV Indra	1	Both boons,-may, Indra, hitherward turned, listen to this prayer of ours. 
PART SECOND	BOOK V	CHAPTER I	XIV Indra	2	For him, strong, independent ruler, Heaven and Earth have fashioned forth with power and might. 
PART SECOND	BOOK V	CHAPTER I	XV Soma Pavamana	1	God, working with mankind flow on; to Indra go thy gladdening juice: 
PART SECOND	BOOK V	CHAPTER I	XV Soma Pavamana	2	O Soma Pavamana, thou pourest out wealth that may be famed: 
PART SECOND	BOOK V	CHAPTER I	XV Soma Pavamana	3	Soma, thou flowest chasing foes, finder of wisdom and delight: 
PART SECOND	BOOK V	CHAPTER I	XVI Soma Pavamana	1	Stream on us riches that are craved by hundreds, best at winning spoil, 
PART SECOND	BOOK V	CHAPTER I	XVI Soma Pavamana	2	May we, O Vasu, be most near to this thy bounty, food, and wealth! 
PART SECOND	BOOK V	CHAPTER I	XVI Soma Pavamana	3	Effused, this Indu hath flowed on, distilling rapture, to the fleece. 
PART SECOND	BOOK V	CHAPTER I	XVII Soma Pavamana	1	Flow onward, Soma, as a mighty sea, as Father of the Gods, to every form! 
PART SECOND	BOOK V	CHAPTER I	XVII Soma Pavamana	2	Flow on, O Soma, radiant for the Gods, blissful to heaven and earth and living things! 
PART SECOND	BOOK V	CHAPTER I	XVII Soma Pavamana	3	Thou art, bright juice, sustainer of the sky: flow, mighty, in accordance with true law!
PART SECOND	BOOK V	CHAPTER I	XVIII Agni	2	Whom as a Sage who merits praise the Gods have, from the olden time, 
PART SECOND	BOOK V	CHAPTER I	XVIII Agni	3	Do thou, most youthful God, protect the men who offer, hear their songs, 
PART SECOND	BOOK V	CHAPTER I	XIX Indra	1	Come unto us, O Indra, dear, still conquering, unconcealable 
PART SECOND	BOOK V	CHAPTER I	XIX Indra	2	O truthful Soma-drinker, thou art mightier than both the worlds. 
PART SECOND	BOOK V	CHAPTER I	XIX Indra	3	For thou art he, O Indra, who upholdeth all our fortresses, 
PART SECOND	BOOK V	CHAPTER I	XX Indra	1	Render of forts, the young, the wise, of strength unmeasured, was he born, 
PART SECOND	BOOK V	CHAPTER I	XX Indra	2	Thou wielder of the stone, didst burst the cave of Vala rich in kine. 
PART SECOND	BOOK V	CHAPTER I	XX Indra	3	They glorified with hymns of praise Indra who reigneth by his might, 
PART SECOND	BOOK V	CHAPTER II	I Soma Pavamana	1	Guard of all being, generating creatures, loud roared the sea as highest law commanded. 
PART SECOND	BOOK V	CHAPTER II	I Soma Pavamana	2	Make Vayu glad, for furtherance and bounty: cheer Varuna and Mitra, as they cleanse thee! 
PART SECOND	BOOK V	CHAPTER II	I Soma Pavamana	3	Soma, the mighty, when, the water's offspring, he chose the Gods, performed that great achievement. 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	1	Here present this immortal God flies, like a bird upon her wings, 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	2	Praised by the sacred bards, this God dives into waters, and bestows 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	3	He. like a warrior going forth with heroes, as he flows along. 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	4	This God as he is flowirig on speeds like a car and gives his aid: 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	5	This God, while flowing, is adorned, gold-coloured, for the spoil, by men 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	6	This God, made ready with the hymn runs swiftly through the winding ways, 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	7	A way he rushes with his stream, across the regions, into heaven, 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	8	While flowing, meet for sacrifice, he hath gone up to heaven, across 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	9	By generation long ago, this God, engendered for the Gods, 
PART SECOND	BOOK V	CHAPTER II	II Soma Pavamana	10	This Lord of many holy laws, even at his birth engendering strength, 
PART SECOND	BOOK V	CHAPTER II	III Soma Pavamana	1	Through the fine fingers, with the song, this hero comes with rapid cars, 
PART SECOND	BOOK V	CHAPTER II	III Soma Pavamana	2	In holy thought he ponders much for the great service of theGods, 
PART SECOND	BOOK V	CHAPTER II	III Soma Pavamana	3	Men beautify him in the vats, him worthy to be beautified, 
PART SECOND	BOOK V	CHAPTER II	III Soma Pavamana	4	He is deposited and led along the consecrated path 
PART SECOND	BOOK V	CHAPTER II	III Soma Pavamana	5	He moves, a vigorous steed, adorned with beauteous rays of shining gold, 
PART SECOND	BOOK V	CHAPTER II	III Soma Pavamana	6	He brandishes his horns on high, and whets them, bull who leads the herd, 
PART SECOND	BOOK V	CHAPTER II	III Soma Pavamana	7	He, over places rough to pass bringing rich treasures, closely pressed. 
PART SECOND	BOOK V	CHAPTER II	III Soma Pavamana	8	Him, even him the golden-hued, well armed, best giver of delight, 
PART SECOND	BOOK V	CHAPTER II	IV Soma Pavamana	1	This Bull, this chariot robes him in the sheep's long wool as heproceeds. 
PART SECOND	BOOK V	CHAPTER II	IV Soma Pavamana	2	The dames of Trita with the stones urge forth this goldencoloured one, 
PART SECOND	BOOK V	CHAPTER II	IV Soma Pavamana	3	He like a falcon settles down amid the families of men, 
PART SECOND	BOOK V	CHAPTER II	IV Soma Pavamana	4	This young exhilarating juice looks downward from its place in heaven, 
PART SECOND	BOOK V	CHAPTER II	IV Soma Pavamana	5	Pressed for the draught, this tawny juice flows forth intelligent, calling out, 
PART SECOND	BOOK V	CHAPTER II	IV Soma Pavamana	6	Him, here, the gold-decked skilful ten cleanse carefully, who make him bright. 
PART SECOND	BOOK V	CHAPTER II	V Soma Pavamana	1	Urged by the men, this vigorous steed, Lord of the mind omniscient, 
PART SECOND	BOOK V	CHAPTER II	V Soma Pavamana	2	Within the filter hath he flowed, this Soma for the Gods effused. 
PART SECOND	BOOK V	CHAPTER II	V Soma Pavamana	3	He shines in beauty there, this God, immortal, in his dwellingplace, 
PART SECOND	BOOK V	CHAPTER II	V Soma Pavamana	4	Directed by the sisters ten, bellowing on his way this Steer 
PART SECOND	BOOK V	CHAPTER II	V Soma Pavamana	5	This Pavamana, gladdening drink within the purifying sieve, 
PART SECOND	BOOK V	CHAPTER II	V Soma Pavamana	6	Unconquerable Lord of speech, dwelling beside Viavasvan, he 
PART SECOND	BOOK V	CHAPTER II	VI Soma Pavamana	1	This Sage, exalted by our lands, flows to the purifying sieve, 
PART SECOND	BOOK V	CHAPTER II	VI Soma Pavamana	2	Giver of strength, winner of light, for Indra and for Vayu he 
PART SECOND	BOOK V	CHAPTER II	VI Soma Pavamana	3	The men conduct him, Soma, Steer, omniscient the head of heaven. 
PART SECOND	BOOK V	CHAPTER II	VI Soma Pavamana	4	Longing for kine, longing for gold hath Indu Pavamana roared, 
PART SECOND	BOOK V	CHAPTER II	VI Soma Pavamana	5	To Indra in the firmament this mighty tawny Steer hath flowed 
PART SECOND	BOOK V	CHAPTER II	VI Soma Pavamana	6	This Soma being purified flows mighty and invincible, Slayer of sinners, dear to Gods.
PART SECOND	BOOK V	CHAPTER II	VII Soma Pavamana	1	This Soma, strong effused for draught, flows to the purifying sieve, 
PART SECOND	BOOK V	CHAPTER II	VII Soma Pavamana	2	Far sighted, tawny-coloured, he flows to the sieve intelligent, 
PART SECOND	BOOK V	CHAPTER II	VII Soma Pavamana	3	This vigorous Pavamana runs forth to the luminous realm of heaven, 
PART SECOND	BOOK V	CHAPTER II	VII Soma Pavamana	4	This Pavamana, up above on Trita's ridge, hath made the Sun, 
PART SECOND	BOOK V	CHAPTER II	VII Soma Pavamana	5	Effused, this Soma, Steer, who slays Vritra, room-giver, unbeguiled, 
PART SECOND	BOOK V	CHAPTER II	VII Soma Pavamana	6	Urged by the sage upon his way, this God speeds forward to the: vats, 
PART SECOND	BOOK V	CHAPTER II	VIII Soma Pavamana	1	The man who reads the essence stored by saints, the Pavamana hymns, 
PART SECOND	BOOK V	CHAPTER II	VIII Soma Pavamana	2	Whoever reads the essence stored by saints, the Pavamana hymns, 
PART SECOND	BOOK V	CHAPTER II	VIII Soma Pavamana	3	Yea, for the Pavamanas flow richly, drop fatness, bring us weal,-- 
PART SECOND	BOOK V	CHAPTER II	VIII Soma Pavamana	4	So may the Pavamana hymns bestow on us this world and that, 
PART SECOND	BOOK V	CHAPTER II	VIII Soma Pavamana	5	The purifying flood wherewith Gods ever purify themselves,-- 
PART SECOND	BOOK V	CHAPTER II	VIII Soma Pavamana	6	The Pavamana hymns bring weal: by these man goes to Paradise, 
PART SECOND	BOOK V	CHAPTER II	IX Agni	1	We with great reverence have approached the Youngest, who hath shone forth well kindled in his dwelling, 
PART SECOND	BOOK V	CHAPTER II	IX Agni	2	Through his great might o'ercoming all misfortunes, praised in the house is Agni Jatavedas. 
PART SECOND	BOOK V	CHAPTER II	IX Agni	3	O Agni, thou art Varuna and Mitra: Vasishthas! with their holy hymns exalt thee. 
PART SECOND	BOOK V	CHAPTER II	X Indra	1	Indra, great in his power and might, and like Parjanya rich in rain. 
PART SECOND	BOOK V	CHAPTER II	X Indra	2	Since Kanvas have with lauds made him completer of the sacrifice, 
PART SECOND	BOOK V	CHAPTER II	X Indra	3	When priests who magnify the Son of holy law present their gifts, 
PART SECOND	BOOK V	CHAPTER II	XI Soma Pavamana	1	Of gold-hued Pavamana, great destroyer, radiant streams have flowed, 
PART SECOND	BOOK V	CHAPTER II	XI Soma Pavamana	2	Best rider of the chariot, praised with fairest praise 'mid beauteous ones, 
PART SECOND	BOOK V	CHAPTER II	XI Soma Pavamana	3	Penetrate, Pavamana, best at winning booty, with thy rays, 
PART SECOND	BOOK V	CHAPTER II	XII Soma Pavamana	1	Hence sprinkle forth the juice effused, Soma, the best of sacred gifts, 
PART SECOND	BOOK V	CHAPTER II	XII Soma Pavamana	2	Now, being purified, flow hither through the fleece, invincible and more odorous! 
PART SECOND	BOOK V	CHAPTER II	XII Soma Pavamana	3	Pressed out for all to see, delighting Gods, Indu, far-seeing one, is mental power.
PART SECOND	BOOK V	CHAPTER II	XIII Soma Pavamana	1	Even as a King hath Soma, red and tawny Bull, been pressed the wondrous one hath bellowed to the kine. 
PART SECOND	BOOK V	CHAPTER II	XIII Soma Pavamana	2	Parjanya is the sire of the leaf-bearing Bull: on mountains, in earth's centre hath he made his home. 
PART SECOND	BOOK V	CHAPTER II	XIII Soma Pavamana	3	To glory goest thou, a Sage with ordering skill, like a groomed steed thou rushest forward to the prize. 
PART SECOND	BOOK V	CHAPTER II	XIV Indra	1	Turning as 'twere to meet the Sun, enjoy from Indra all good things! 
PART SECOND	BOOK V	CHAPTER II	XIV Indra	2	Praise him who sends us wealth, prompt with his liberal boons Good 4re the gifts that Indra gives. 
PART SECOND	BOOK V	CHAPTER II	XV Indra	1	Indra, give us security from that whereof we are afraid 
PART SECOND	BOOK V	CHAPTER II	XV Indra	2	For thou, O liberal Lord of ample bounty, art the ruler of our house and home. 
PART SECOND	BOOK V	CHAPTER II	XVI Soma Pavamana	1	Thou, Soma, hast a running stream, sweet-toned most strong at sacrifice: 
PART SECOND	BOOK V	CHAPTER II	XVI Soma Pavamana	2	Thou most delightful, when effused, running, the best of gladdeners, art 
PART SECOND	BOOK V	CHAPTER II	XVI Soma Pavamana	3	Do thou, poured forth by pressing- stones, flow hither uttering a roar, 
PART SECOND	BOOK V	CHAPTER II	XVII Soma Pavamana	1	In might, O Indu, with thy streams flow for the banquet of the Gods: 
PART SECOND	BOOK V	CHAPTER II	XVII Soma Pavamana	2	Thy drops that swim in water have exalted Indra to delight 
PART SECOND	BOOK V	CHAPTER II	XVII Soma Pavamana	3	Stream opulence to us, ye drops of Soma, pressed and purified 
PART SECOND	BOOK V	CHAPTER II	XVIII Soma Pavamana	1	Him with the fleece they purify, brown, golden-hued beloved of all, 
PART SECOND	BOOK V	CHAPTER II	XVIII Soma Pavamana	2	Whom, bright with native splendour, crushed between the preesing-stones, a friend. 
PART SECOND	BOOK V	CHAPTER II	XVIII Soma Pavamana	3	For Vritra-slaying Indra, thou, Soma, art poured that he may drink, 
PART SECOND	BOOK V	CHAPTER II	XIX Soma Pavamana	1	Flow onward Soma, flow for mighty strength, as a strong courser, bathed, to win the prize. 
PART SECOND	BOOK V	CHAPTER II	XIX Soma Pavamana	2	The pressers clarify this juice of thine, the Soma for delight and lofty fame. 
PART SECOND	BOOK V	CHAPTER II	XIX Soma Pavamana	3	They deck the gold-hued infant, newly-born, even Soma, Indu, in the sieve, for Gods.
PART SECOND	BOOK V	CHAPTER II	XX Soma Pavamana	1	The Gods have come to Indu well-descended, beautified with milk, 
PART SECOND	BOOK V	CHAPTER II	XX Soma Pavamana	2	Even as mother cows their calf, so let our praise-songs strengthen him, 
PART SECOND	BOOK V	CHAPTER II	XX Soma Pavamana	3	Soma, pour blessings on our kine, pour forth the food that streams with milk: 
PART SECOND	BOOK V	CHAPTER II	XXI Indra	1	Hitherward! they who light the flame and straightway trim the sacred grass, 
PART SECOND	BOOK V	CHAPTER II	XXI Indra	2	Large is their fuel, much their laud, wide is their splinter from the stake, 
PART SECOND	BOOK V	CHAPTER II	XXI Indra	3	Unquelled in fight the hero leads his army with the warrior chiefs, 
PART SECOND	BOOK V	CHAPTER II	XXII Indra	1	He who alone bestoweth wealth on mortal man who offereth gifts, 
PART SECOND	BOOK V	CHAPTER II	XXII Indra	2	Whoever with the Soma pressed draws thee away from many men,- 
PART SECOND	BOOK V	CHAPTER II	XXII Indra	3	When willhe trample, like a weed, the man who hath no gift for him? 
PART SECOND	BOOK V	CHAPTER II	XXIII Indra	1	The singers hymn thee, they who chant the psalm of praise are lauding thee. 
PART SECOND	BOOK V	CHAPTER II	XXIII Indra	3	Harness thy pair of strong bay steeds, long-maned, whose bodies fill the girths. 
PART SECOND	BOOK VI	CHAPTER I	I Agni	1	Agni,well kindled bring the Gods for him who offers holy gifts; 
PART SECOND	BOOK VI	CHAPTER I	I Agni	2	O Sage, Tanunapat, present our sacrifice to Gods to-day, 
PART SECOND	BOOK VI	CHAPTER I	I Agni	3	Dear Narasansa, sweet of tongue, presenter of oblations, I 
PART SECOND	BOOK VI	CHAPTER I	I Agni	4	Agni, on thy most easy car, entreated, hither bring the Gods! 
PART SECOND	BOOK VI	CHAPTER I	II Adityas	1	So when the Sun hath risen to-day may sinless Mitra, Aryaman, Bhaga, and Savitar send us forth! 
PART SECOND	BOOK VI	CHAPTER I	II Adityas	2	May this our home be guarded well: forward, ye bounteous, on the way, Who bear us safely o'er distress! 
PART SECOND	BOOK VI	CHAPTER I	II Adityas	3	Yea, Aditi, and those great Kings whose statute is inviolate, Are sovrans of a vast domain.
PART SECOND	BOOK VI	CHAPTER I	III Indra	1	Let Soma juices make thee glad! Display thy bounty, Thunderer: 
PART SECOND	BOOK VI	CHAPTER I	III Indra	2	Crush with thy foot the niggard churls who bring no gifts! mighty art thou: 
PART SECOND	BOOK VI	CHAPTER I	III Indra	3	Thou art the Lord of Somas pressed, Somas unpressed are also thine: 
PART SECOND	BOOK VI	CHAPTER I	IV Soma Pavamana	1	True object of our hymns, Sage, watchful Soma hath settled in the press as they refine him. 
PART SECOND	BOOK VI	CHAPTER I	IV Soma Pavamana	2	He, purified and bringing gifts to Surya, hath filled full heaven and earth, and hath disclosed them. 
PART SECOND	BOOK VI	CHAPTER I	IV Soma Pavamana	3	He, being cleansed, the strengthener and increaser, bountiful Soma helped us his lustre, 
PART SECOND	BOOK VI	CHAPTER I	V Indra	1	Glorify naught besides, O friends, so shall no sorrow trouble you! 
PART SECOND	BOOK VI	CHAPTER I	V Indra	2	Even him, the swift one, like a bull who rushes down men's conqueror, bounteous like a cow; 
PART SECOND	BOOK VI	CHAPTER I	VI Indra	1	These songs of our exceeding sweet, these hymns of praise ascend to thee, 
PART SECOND	BOOK VI	CHAPTER I	VI Indra	2	The Bhrigus are like suns, like Kanvas, and have gained each thing whereon their thought was bent. 
PART SECOND	BOOK VI	CHAPTER I	VII Soma Pavamana	1	Run forth to battle conquering the Vritras! thou Speedest to quell the foe like one exacting debts. 
PART SECOND	BOOK VI	CHAPTER I	VII Soma Pavamana	2	Thou Pavamana, didst beget the Sun with might, and rain in the supporting sky, 
PART SECOND	BOOK VI	CHAPTER I	VII Soma Pavamana	3	For, Soma, we rejoice ourselves in thee effused for great supremacy in fight; 
PART SECOND	BOOK VI	CHAPTER I	VIII Soma Pavamana	1	Flow forth, O Soma, flow thou onward, sweet to Indra's, 
